COM_LOCALIZACAO,COM_NOME,BLOB_PRESENTE,BLOB_FORMAT_DETECTADO,BLOB_WxH,FILE_SALVO,STATUS,COM_ULTIMA_ALTERACAO
HISTÓRIA DE LUGARES I PADRE FARIA.mp4,HISTÓRIA DOS LUGARES - PADRE FARIA,1,BMP,160x90,C:\EPG\thumbs\HISTÓRIA DE LUGARES I PADRE FARIA.jpg,OK,2025-09-02 09:58:42.822000
HISTÓRIA DE LUGARES I PRAÇA TIRADENTES.mp4,HISTÓRIA DOS LUGARES - PRAÇA TIRADENTES,1,BMP,160x90,C:\EPG\thumbs\HISTÓRIA DE LUGARES I PRAÇA TIRADENTES.jpg,OK,2025-09-02 09:58:50.671000
HISTÓRIA DE LUGARES I ROSÁRIO.mp4,HISTÓRIA DOS LUGARES - ROSÁRIO,1,BMP,160x90,C:\EPG\thumbs\HISTÓRIA DE LUGARES I ROSÁRIO.jpg,OK,2025-09-02 09:58:58.943000
HOMENAGEM DIA DOS POVOS ORIGINÁRIOS.mp4,HOMENAGEM AO DIA DOS POVOS ORIGINÁRIOS,1,BMP,160x90,C:\EPG\thumbs\HOMENAGEM DIA DOS POVOS ORIGINÁRIOS.jpg,OK,2025-09-02 10:00:49.051000
"INSTITUTOS FEDERAIS, A CARA DO BRASIL.mp4","INSTITUTOS FEDERAIS, A CARA DO BRASIL",1,BMP,160x90,"C:\EPG\thumbs\INSTITUTOS FEDERAIS, A CARA DO BRASIL.jpg",OK,2025-03-09 10:33:14.234000
LIGADA NO SEU OLHAR I DOIS MENINOS.mp4,LIGADA NO SEU OLHAR - DOIS MENINOS,1,BMP,160x90,C:\EPG\thumbs\LIGADA NO SEU OLHAR I DOIS MENINOS.jpg,OK,2025-08-18 12:57:01.851000
LIGADA NO SEU OLHAR I MENINA.mp4,LIGADA NO SEU OLHAR - MENINA,1,BMP,160x90,C:\EPG\thumbs\LIGADA NO SEU OLHAR I MENINA.jpg,OK,2025-08-18 12:56:52.082000
MUTATIS MUTANDIS I QUADRO MINUTO PARTE UM.mp4,MUTATIS MUTANDIS - QUADRO MINUTO PARTE UM,1,BMP,160x90,C:\EPG\thumbs\MUTATIS MUTANDIS I QUADRO MINUTO PARTE UM.jpg,OK,2025-08-28 12:39:57.010000
LIGADA NO SEU OLHAR I MENINO COM BOLA.mp4,LIGADA NO SEU OLHAR - MENINO COM BOLA,1,BMP,160x90,C:\EPG\thumbs\LIGADA NO SEU OLHAR I MENINO COM BOLA.jpg,OK,2025-08-18 12:56:46.635000
LIGADA NO SEU OLHAR I MENINO.mp4,LIGADA NO SEU OLHAR - MENINO,1,BMP,160x90,C:\EPG\thumbs\LIGADA NO SEU OLHAR I MENINO.jpg,OK,2025-08-18 12:56:56.331000
MAIS UFOP I ADMINISTRAÇÃO PÚBLICA.mp4,MAIS UFOP - ADMINISTRAÇÃO PÚBLICA,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 13:48:02.475000
MAIS UFOP I ADMINISTRAÇÃO.mp4,MAIS UFOP - ADMINISTRAÇÃO,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 13:48:02.231000
MAIS UFOP I ARQUITETURA E URBANISMO.mp4,MAIS UFOP - ARQUITETURA E URBANISMO,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 13:48:02.677000
MAIS UFOP I ARTES CÊNICAS.mp4,MAIS UFOP - ARTES CÊNICAS,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 13:48:02.890000
MAIS UFOP I CIÊNCIA DA COMPUTAÇÃO.mp4,MAIS UFOP - CIÊNCIA DA COMPUTAÇÃO,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 13:48:03.147000
MAIS UFOP I CIÊNCIA E TECNOLOGIA DE ALIMENTOS.mp4,MAIS UFOP - CIÊNCIA E TECNOLOGIA DE ALIMENTOS,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 13:48:03.369000
MAIS UFOP I CIÊNCIAS BIOLÓGICAS.mp4,MAIS UFOP - CIÊNCIAS BIOLÓGICAS,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 13:48:03.647000
MAIS UFOP I CIÊNCIAS ECONÔMICAS.mp4,MAIS UFOP - CIÊNCIAS ECONÔMICAS,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 13:48:03.964000
MAIS UFOP I DIREITO.mp4,MAIS UFOP - DIREITO,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 13:48:04.298000
MAIS UFOP I EDUCAÇÃO FÍSICA.mp4,MAIS UFOP - EDUCAÇÃO FÍSICA,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 13:48:04.601000
MAIS UFOP I ENGENHARIA CIVIL.mp4,MAIS UFOP - ENGENHARIA CIVIL,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 13:48:04.914000
MAIS UFOP I ENGENHARIA COMPUTAÇÃO.mp4,MAIS UFOP - ENGENHARIA COMPUTAÇÃO,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 13:48:05.200000
MAIS UFOP I ENGENHARIA DE CONTROLE E AUTOMAÇÃO.mp4,MAIS UFOP - ENGENHARIA DE CONTROLE E AUTOMAÇÃO,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 13:48:05.481000
MAIS UFOP I ENGENHARIA DE PRODUÇÃO JM.mp4,MAIS UFOP - ENGENHARIA DE PRODUÇÃO JOÃO MONLEVADE,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 13:48:06.025000
MAIS UFOP I ENGENHARIA DE PRODUÇÃO.mp4,MAIS UFOP - ENGENHARIA DE PRODUÇÃO,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 13:48:05.766000
MAIS UFOP I ENGENHARIA ELÉTRICA JM.mp4,MAIS UFOP - ENGENHARIA ELÉTRICA JOÃO MONLEVADE,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 13:48:06.291000
MAIS UFOP I ENGENHARIA GEOLÓGICA.mp4,MAIS UFOP - ENGENHARIA GEOLÓGICA,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 13:48:06.551000
MAIS UFOP I ENGENHARIA MECÂNICA.mp4,MAIS UFOP - ENGENHARIA MECÂNICA,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 13:48:06.811000
MAIS UFOP I ENGENHARIA METALÚRGICA.mp4,MAIS UFOP - ENGENHARIA METALÚRGICA,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 13:48:07.085000
MAIS UFOP I ENGENHARIA MINAS.mp4,MAIS UFOP - ENGENHARIA MINAS,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 13:48:07.346000
MAIS UFOP I ENGENHARIA URBANA .mp4,MAIS UFOP - ENGENHARIA URBANA ,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 13:48:07.615000
MAIS UFOP I ESTATÍSTICA.mp4,MAIS UFOP - ESTATÍSTICA,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 13:48:07.868000
MAIS UFOP I FARMÁCIA.mp4,MAIS UFOP - FARMÁCIA,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 13:48:08.129000
MAIS UFOP I FILOSOFIA.mp4,MAIS UFOP - FILOSOFIA,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 13:48:08.355000
MAIS UFOP I FÍSICA.mp4,MAIS UFOP - FÍSICA,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 13:48:08.578000
MAIS UFOP I HISTÓRIA.mp4,MAIS UFOP - HISTÓRIA,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 13:48:08.800000
MAIS UFOP I JORNALISMO.mp4,MAIS UFOP - JORNALISMO,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 13:48:09.034000
MAIS UFOP I LETRAS.mp4,MAIS UFOP - LETRAS,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 13:48:09.266000
MAIS UFOP I MATEMÁTICA.mp4,MAIS UFOP - MATEMÁTICA,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 13:48:09.494000
MAIS UFOP I MEDICINA.mp4,MAIS UFOP - MEDICINA,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 13:48:09.713000
MAIS UFOP I MUSEOLOGIA.mp4,MAIS UFOP - MUSEOLOGIA,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 13:48:09.920000
MAIS UFOP I MÚSICA.mp4,MAIS UFOP - MÚSICA,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 13:48:10.142000
MAIS UFOP I NUTRIÇÃO.mp4,MAIS UFOP - NUTRIÇÃO,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 13:48:10.378000
MAIS UFOP I PEDAGOGIA.mp4,MAIS UFOP - PEDAGOGIA,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 13:48:10.657000
MAIS UFOP - PÓS-GRADUAÇÃO EM BIOTECNOLOGIA.mp4,MAIS UFOP - PÓS-GRADUAÇÃO EM BIOTECNOLOGIA,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 13:48:12.028000
MAIS UFOP - PÓS-GRADUAÇÃO EM CIÊNCIAS FARMACÊUTICAS.mp4,MAIS UFOP - PÓS-GRADUAÇÃO EM FARMACÊUTICAS,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 13:48:15.035000
MAIS UFOP - PÓS-GRADUAÇÃO EM ECOLOGIA DE BIOMAS TROPICAIS.mp4,MAIS UFOP - PÓS GRADUAÇÃO EM ECOLOGIA DE BIOMAS TROPICAIS,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 13:48:10.945000
MAIS UFOP I PÓS GRADUAÇÃO EM EDUCAÇÃO MATEMÁTICA.mp4,MAIS UFOP - PÓS-GRADUAÇÃO EM EDUCAÇÃO MATEMÁTICA,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 13:48:13.331000
MAIS UFOP I PÓS GRADUAÇÃO EM ENGENHARIA AMBIENTAL.mp4,MAIS UFOP - PÓS-GRADUAÇÃO EM ENGENHARIA AMBIENTAL,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 13:48:13.585000
MAIS UFOP - PÓS-GRADUAÇÃO EM ENGENHARIA CIVIL.mp4,MAIS UFOP - PÓS-GRADUAÇÃO EM ENGENHARIA CIVIL,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 13:48:13.848000
MAIS UFOP I PÓS GRADUAÇÃO EM FÍSICA DE MATERIAIS.mp4,MAIS UFOP - PÓS-GRADUAÇÃO EM FÍSICA DE MATERIAIS,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 13:48:15.257000
MAIS UFOP I PÓS GRADUAÇÃO EM INSTRUMENTAÇÃO CONTROLE E AUTOMAÇÃO DE PROCESSOS DE MINERAÇÃO.mp4,MAIS UFOP - PÓS GRADUAÇÃO EM INSTRUMENTAÇÃO CONTROLE E AUTOMAÇÃO DE PROCESSOS DE MINERAÇÃO,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 13:48:11.235000
MAIS UFOP I PÓS GRADUAÇÃO EM QUÍMICA MULTICÊNTRICO.mp4,MAIS UFOP - PÓS-GRADUAÇÃO EM QUÍMICA MULTICÊNTRICO,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 13:48:16.574000
MAIS UFOP I PÓS GRADUAÇÃO EM SUSTENTABILIDADE SOCIOECONÔMICA AMBIENTAL.mp4,MAIS UFOP - PÓS GRADUAÇÃO EM SUSTENTABILIDADE SOCIOECONÔMICA AMBIENTAL,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 13:48:11.505000
MAIS UFOP I PÓS-GRADUAÇÃO EM ARTES CÊNICAS.mp4,MAIS UFOP - PÓS-GRADUAÇÃO EM ARTES CÊNICAS,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 13:48:11.789000
MAIS UFOP I PÓS-GRADUAÇÃO EM CIÊNCIAS BIOLÓGICAS.mp4,MAIS UFOP - PÓS-GRADUAÇÃO EM CIÊNCIAS BIOLÓGICAS,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 13:48:12.242000
MAIS UFOP I PÓS-GRADUAÇÃO EM COMUNICAÇÃO.mp4,MAIS UFOP - PÓS-GRADUAÇÃO EM COMUNICAÇÃO,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 13:48:12.455000
MAIS UFOP I PÓS-GRADUAÇÃO EM DIREITO.mp4,MAIS UFOP - PÓS-GRADUAÇÃO EM DIREITO,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 13:48:12.667000
MAIS UFOP I PÓS-GRADUAÇÃO EM ECONOMIA APLICADA.mp4,MAIS UFOP - PÓS-GRADUAÇÃO EM ECONOMIA APLICADA,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 13:48:12.869000
MAIS UFOP I PÓS-GRADUAÇÃO EM EDUCAÇÃO.mp4,MAIS UFOP - PÓS-GRADUAÇÃO EM EDUCAÇÃO,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 13:48:13.098000
MAIS UFOP I PÓS-GRADUAÇÃO EM ENGENHARIA DE MATERIAIS.mp4,MAIS UFOP - PÓS-GRADUAÇÃO EM ENGENHARIA DE MATERIA,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 13:48:14.104000
MAIS UFOP I PÓS-GRADUAÇÃO EM ENGENHARIA GEOTÉCNICA.mp4,MAIS UFOP - PÓS-GRADUAÇÃO EM ENGENHARIA GEOTÉCNICA,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 13:48:14.358000
MAIS UFOP I PÓS-GRADUAÇÃO EM ENSINO DE CIÊNCIAS.mp4,MAIS UFOP - PÓS-GRADUAÇÃO EM ENSINO DE CIÊNCIAS,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 13:48:14.609000
MAIS UFOP I PÓS-GRADUAÇÃO EM GEOTECNIA.mp4,MAIS UFOP - PÓS-GRADUAÇÃO EM GEOTECNIA,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 13:48:15.491000
MAIS UFOP I PÓS-GRADUAÇÃO EM HISTÓRIA.mp4,MAIS UFOP - PÓS-GRADUAÇÃO EM HISTÓRIA,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 13:48:15.687000
MAIS UFOP I PÓS-GRADUAÇÃO EM LETRAS - ESTUDOS DE LINGUAGEM.mp4,MAIS UFOP - PÓS-GRADUAÇÃO EM LETRAS - ESTUDOS DE LINGUAGEM,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 13:48:15.902000
MAIS UFOP I PÓS-GRADUAÇÃO EM MATEMÁTICA EM REDE NACIONAL.mp4,MAIS UFOP - PÓS-GRADUAÇÃO EM MATEMÁTICA EM REDE NACIONAL,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 13:48:16.115000
MAIS UFOP I PÓS-GRADUAÇÃO EM NANOTECNOLOGIA FARMACÊUTICA.mp4,MAIS UFOP - PÓS-GRADUAÇÃO EM FARMA NANOTECNOLOGIA ,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 13:48:14.830000
MAIS UFOP I PÓS-GRADUAÇÃO EM QUÍMICA.mp4,MAIS UFOP - PÓS-GRADUAÇÃO EM QUÍMICA,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 13:48:16.345000
MAIS UFOP I PÓS-GRADUAÇÃO EM SAÚDE E NUTRIÇÃO.mp4,MAIS UFOP - PÓS-GRADUAÇÃO EM SAÚDE E NUTRIÇÃO,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 13:48:16.788000
MAIS UFOP I QUÍMICA INDUSTRIAL.mp4,MAIS UFOP - QUÍMICA INDUSTRIAL,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 13:48:17.243000
MAIS UFOP I QUÍMICA.mp4,MAIS UFOP - QUÍMICA,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 13:48:17.015000
MAIS UFOP I SERVIÇO SOCIAL.mp4,MAIS UFOP - SERVIÇO SOCIAL,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 13:48:17.460000
MAIS UFOP I SISTEMAS DE INFORMAÇÃO.mp4,MAIS UFOP - SISTEMAS DE INFORMAÇÃO,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 13:48:17.676000
MAIS UFOP I TURISMO.mp4,MAIS UFOP - TURISMO,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 13:48:17.890000
MAMBEMBE I A ROTINA.mp4,MAMBEMBE (2013) - A ROTINA,1,BMP,160x90,C:\EPG\thumbs\MAMBEMBE I A ROTINA.jpg,OK,2025-08-29 12:02:42.940000
MAMBEMBE I DA APRESENTAÇÃO.mp4,MAMBEMBE (2013) - DA APRESENTAÇÃO,1,BMP,160x90,C:\EPG\thumbs\MAMBEMBE I DA APRESENTAÇÃO.jpg,OK,2025-08-29 12:02:48.824000
MAMBEMBE I DA COMUNIDADE.mp4,MAMBEMBE (2013) - DA COMUNIDADE,1,BMP,160x90,C:\EPG\thumbs\MAMBEMBE I DA COMUNIDADE.jpg,OK,2025-08-29 12:02:53.624000
MAMBEMBE I DA MÚSICA.mp4,MAMBEMBE (2013) - DA MÚSICA,1,BMP,160x90,C:\EPG\thumbs\MAMBEMBE I DA MÚSICA.jpg,OK,2025-08-29 12:02:59.640000
MAMBEMBE I DO ACASO DA RUA.mp4,MAMBEMBE (2013) - DO ACASO DA RUA,1,BMP,160x90,C:\EPG\thumbs\MAMBEMBE I DO ACASO DA RUA.jpg,OK,2025-08-29 12:03:06.540000
MAMBEMBE I DO ENSAIO.mp4,MAMBEMBE (2013) - DO ENSAIO,1,BMP,160x90,C:\EPG\thumbs\MAMBEMBE I DO ENSAIO.jpg,OK,2025-08-29 12:03:11.291000
MAMBEMBE I O ATOR.mp4,MAMBEMBE (2013) - O ATOR,1,BMP,160x90,C:\EPG\thumbs\MAMBEMBE I O ATOR.jpg,OK,2025-08-29 12:03:15.406000
MAMBEMBE I O PROCESSO DE CRIAÇÃO.mp4,MAMBEMBE (2013) - O PROCESSO DE CRIAÇÃO,1,BMP,160x90,C:\EPG\thumbs\MAMBEMBE I O PROCESSO DE CRIAÇÃO.jpg,OK,2025-08-29 12:03:22.824000
MANUAL DO CALOURO I A CARTEIRINHA ESTUDANTIL.mp4,MANUAL DO CALOURO - A CARTEIRINHA ESTUDANTIL,1,BMP,160x90,C:\EPG\thumbs\MANUAL DO CALOURO I A CARTEIRINHA ESTUDANTIL.jpg,OK,2025-08-29 11:53:23.926000
MANUAL DO CALOURO I ASSISTÊNCIA ESTUDANTIL.mp4,MANUAL DO CALOURO - ASSISTÊNCIA ESTUDANTIL,1,BMP,160x90,C:\EPG\thumbs\MANUAL DO CALOURO I ASSISTÊNCIA ESTUDANTIL.jpg,OK,2025-08-29 11:53:29.541000
MANUAL DO CALOURO I O AJUSTE DE MATRÍCULA.mp4,MANUAL DO CALOURO - O AJUSTE DE MATRÍCULA,1,BMP,160x90,C:\EPG\thumbs\MANUAL DO CALOURO I O AJUSTE DE MATRÍCULA.jpg,OK,2025-08-29 11:53:34.642000
MANUAL DO CALOURO I O RESTAURANTE UNIVERSITÁRIO.mp4,MANUAL DO CALOURO - O RESTAURANTE UNIVERSITÁRIO,1,BMP,160x90,C:\EPG\thumbs\MANUAL DO CALOURO I O RESTAURANTE UNIVERSITÁRIO.jpg,OK,2025-08-29 11:55:29.227000
MEDICAMENTOS DENGUE.mp4,MEDICAMENTOS PARA A DENGUE,1,BMP,160x90,C:\EPG\thumbs\MEDICAMENTOS DENGUE.jpg,OK,2025-09-02 13:40:16.574000
MINUTO DIA D I DIU.mp4,MINUTO DIA D - DIU,1,BMP,160x90,C:\EPG\thumbs\MINUTO DIA D I DIU.jpg,OK,2025-08-29 10:22:31.143000
MINUTO DIA D I EXAME PREVENTIVO.mp4,MINUTO DIA D - EXAME PREVENTIVO,1,BMP,160x90,C:\EPG\thumbs\MINUTO DIA D I EXAME PREVENTIVO.jpg,OK,2025-08-29 10:22:35.394000
MINUTO DIA D I HPV.mp4,MINUTO DIA D - HPV,1,BMP,160x90,C:\EPG\thumbs\MINUTO DIA D I HPV.jpg,OK,2025-08-29 10:22:39.660000
MINUTO DIA D I TESTES DE IST.mp4,MINUTO DIA D - TESTES DE IST,1,BMP,160x90,C:\EPG\thumbs\MINUTO DIA D I TESTES DE IST.jpg,OK,2025-08-29 10:23:14.576000
MONOLOGO DENGUE.mp4,CUIDADOS COM A DENGUE,1,BMP,160x90,C:\EPG\thumbs\MONOLOGO DENGUE.jpg,OK,2025-09-02 13:40:58.806000
