COM_LOCALIZACAO,COM_NOME,BLOB_PRESENTE,BLOB_ABRE,BLOB_WxH,FILE_ESPERADO,FILE_ENCONTRADO,FILE_ABRE,FILE_WxH,AHASH_DIST_0..64,STATUS,COM_ULTIMA_ALTERACAO,URL_ESPERADA
FOCO DA DENGUE.mp4,FOCO DA DENGUE,1,1,160x90,C:\EPG\thumbs\FOCO DA DENGUE.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-02-18 20:35:52.560000,https://app.tvufop.com.br/epg/FOCO%20DA%20DENGUE.jpg
FORMAS DE MUDAR O MUNDO I 1.mp4,FORMAS DE MUDAR O MUNDO - EP1,1,1,160x90,C:\EPG\thumbs\FORMAS DE MUDAR O MUNDO I 1.jpg,C:\EPG\thumbs\FORMAS DE MUDAR O MUNDO I 1.jpg,1,160x90,1,OK,2025-08-28 14:08:19.391000,https://app.tvufop.com.br/epg/FORMAS%20DE%20MUDAR%20O%20MUNDO%20I%201.jpg
FORMAS DE MUDAR O MUNDO I 2 .mp4,FORMAS DE MUDAR O MUNDO - EP2,1,1,160x90,C:\EPG\thumbs\FORMAS DE MUDAR O MUNDO I 2 .jpg,C:\EPG\thumbs\FORMAS DE MUDAR O MUNDO I 2 .jpg,1,160x90,0,OK,2025-08-28 14:08:25.540000,https://app.tvufop.com.br/epg/FORMAS%20DE%20MUDAR%20O%20MUNDO%20I%202%20.jpg
FORMAS DE MUDAR O MUNDO I 3.mp4,FORMAS DE MUDAR O MUNDO - EP3,1,1,160x90,C:\EPG\thumbs\FORMAS DE MUDAR O MUNDO I 3.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-08-28 14:08:31.392000,https://app.tvufop.com.br/epg/FORMAS%20DE%20MUDAR%20O%20MUNDO%20I%203.jpg
HISTÓRIA DE LUGARES I ANTÔNIO DIAS.mp4,HISTÓRIA DOS LUGARES - ANTÔNIO DIAS,1,1,160x90,C:\EPG\thumbs\HISTÓRIA DE LUGARES I ANTÔNIO DIAS.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-09-02 09:58:25.839000,https://app.tvufop.com.br/epg/HIST%C3%93RIA%20DE%20LUGARES%20I%20ANT%C3%94NIO%20DIAS.jpg
HISTÓRIA DE LUGARES I CABEÇAS.mp4,HISTÓRIA DOS LUGARES - CABEÇAS,1,1,160x90,C:\EPG\thumbs\HISTÓRIA DE LUGARES I CABEÇAS.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-09-02 09:58:34.446000,https://app.tvufop.com.br/epg/HIST%C3%93RIA%20DE%20LUGARES%20I%20CABE%C3%87AS.jpg
HISTÓRIA DE LUGARES I PADRE FARIA.mp4,HISTÓRIA DOS LUGARES - PADRE FARIA,1,1,160x90,C:\EPG\thumbs\HISTÓRIA DE LUGARES I PADRE FARIA.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-09-02 09:58:42.822000,https://app.tvufop.com.br/epg/HIST%C3%93RIA%20DE%20LUGARES%20I%20PADRE%20FARIA.jpg
HISTÓRIA DE LUGARES I PRAÇA TIRADENTES.mp4,HISTÓRIA DOS LUGARES - PRAÇA TIRADENTES,1,1,160x90,C:\EPG\thumbs\HISTÓRIA DE LUGARES I PRAÇA TIRADENTES.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-09-02 09:58:50.671000,https://app.tvufop.com.br/epg/HIST%C3%93RIA%20DE%20LUGARES%20I%20PRA%C3%87A%20TIRADENTES.jpg
HISTÓRIA DE LUGARES I ROSÁRIO.mp4,HISTÓRIA DOS LUGARES - ROSÁRIO,1,1,160x90,C:\EPG\thumbs\HISTÓRIA DE LUGARES I ROSÁRIO.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-09-02 09:58:58.943000,https://app.tvufop.com.br/epg/HIST%C3%93RIA%20DE%20LUGARES%20I%20ROS%C3%81RIO.jpg
HOMENAGEM DIA DOS POVOS ORIGINÁRIOS.mp4,HOMENAGEM AO DIA DOS POVOS ORIGINÁRIOS,1,1,160x90,C:\EPG\thumbs\HOMENAGEM DIA DOS POVOS ORIGINÁRIOS.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-09-02 10:00:49.051000,https://app.tvufop.com.br/epg/HOMENAGEM%20DIA%20DOS%20POVOS%20ORIGIN%C3%81RIOS.jpg
"INSTITUTOS FEDERAIS, A CARA DO BRASIL.mp4","INSTITUTOS FEDERAIS, A CARA DO BRASIL",1,1,160x90,"C:\EPG\thumbs\INSTITUTOS FEDERAIS, A CARA DO BRASIL.jpg",,0,,,ARQUIVO_NAO_ENCONTRADO,2025-03-09 10:33:14.234000,https://app.tvufop.com.br/epg/INSTITUTOS%20FEDERAIS%2C%20A%20CARA%20DO%20BRASIL.jpg
LIGADA NO SEU OLHAR I DOIS MENINOS.mp4,LIGADA NO SEU OLHAR - DOIS MENINOS,1,1,160x90,C:\EPG\thumbs\LIGADA NO SEU OLHAR I DOIS MENINOS.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-08-18 12:57:01.851000,https://app.tvufop.com.br/epg/LIGADA%20NO%20SEU%20OLHAR%20I%20DOIS%20MENINOS.jpg
LIGADA NO SEU OLHAR I MENINA.mp4,LIGADA NO SEU OLHAR - MENINA,1,1,160x90,C:\EPG\thumbs\LIGADA NO SEU OLHAR I MENINA.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-08-18 12:56:52.082000,https://app.tvufop.com.br/epg/LIGADA%20NO%20SEU%20OLHAR%20I%20MENINA.jpg
MUTATIS MUTANDIS I QUADRO MINUTO PARTE UM.mp4,MUTATIS MUTANDIS - QUADRO MINUTO PARTE UM,1,1,160x90,C:\EPG\thumbs\MUTATIS MUTANDIS I QUADRO MINUTO PARTE UM.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-08-28 12:39:57.010000,https://app.tvufop.com.br/epg/MUTATIS%20MUTANDIS%20I%20QUADRO%20MINUTO%20PARTE%20UM.jpg
LIGADA NO SEU OLHAR I MENINO COM BOLA.mp4,LIGADA NO SEU OLHAR - MENINO COM BOLA,1,1,160x90,C:\EPG\thumbs\LIGADA NO SEU OLHAR I MENINO COM BOLA.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-08-18 12:56:46.635000,https://app.tvufop.com.br/epg/LIGADA%20NO%20SEU%20OLHAR%20I%20MENINO%20COM%20BOLA.jpg
LIGADA NO SEU OLHAR I MENINO.mp4,LIGADA NO SEU OLHAR - MENINO,1,1,160x90,C:\EPG\thumbs\LIGADA NO SEU OLHAR I MENINO.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-08-18 12:56:56.331000,https://app.tvufop.com.br/epg/LIGADA%20NO%20SEU%20OLHAR%20I%20MENINO.jpg
MAIS UFOP I ADMINISTRAÇÃO PÚBLICA.mp4,MAIS UFOP - ADMINISTRAÇÃO PÚBLICA,1,0,,C:\EPG\thumbs\MAIS UFOP I ADMINISTRAÇÃO PÚBLICA.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 13:48:02.475000,https://app.tvufop.com.br/epg/MAIS%20UFOP%20I%20ADMINISTRA%C3%87%C3%83O%20P%C3%9ABLICA.jpg
MAIS UFOP I ADMINISTRAÇÃO.mp4,MAIS UFOP - ADMINISTRAÇÃO,1,0,,C:\EPG\thumbs\MAIS UFOP I ADMINISTRAÇÃO.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 13:48:02.231000,https://app.tvufop.com.br/epg/MAIS%20UFOP%20I%20ADMINISTRA%C3%87%C3%83O.jpg
MAIS UFOP I ARQUITETURA E URBANISMO.mp4,MAIS UFOP - ARQUITETURA E URBANISMO,1,0,,C:\EPG\thumbs\MAIS UFOP I ARQUITETURA E URBANISMO.jpg,C:\EPG\thumbs\MAIS UFOP I ARQUITETURA E URBANISMO.jpg,1,160x90,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM,2025-09-18 13:48:02.677000,https://app.tvufop.com.br/epg/MAIS%20UFOP%20I%20ARQUITETURA%20E%20URBANISMO.jpg
MAIS UFOP I ARTES CÊNICAS.mp4,MAIS UFOP - ARTES CÊNICAS,1,0,,C:\EPG\thumbs\MAIS UFOP I ARTES CÊNICAS.jpg,C:\EPG\thumbs\MAIS UFOP I ARTES CÊNICAS.jpg,1,160x90,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM,2025-09-18 13:48:02.890000,https://app.tvufop.com.br/epg/MAIS%20UFOP%20I%20ARTES%20C%C3%8ANICAS.jpg
MAIS UFOP I CIÊNCIA DA COMPUTAÇÃO.mp4,MAIS UFOP - CIÊNCIA DA COMPUTAÇÃO,1,0,,C:\EPG\thumbs\MAIS UFOP I CIÊNCIA DA COMPUTAÇÃO.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 13:48:03.147000,https://app.tvufop.com.br/epg/MAIS%20UFOP%20I%20CI%C3%8ANCIA%20DA%20COMPUTA%C3%87%C3%83O.jpg
MAIS UFOP I CIÊNCIA E TECNOLOGIA DE ALIMENTOS.mp4,MAIS UFOP - CIÊNCIA E TECNOLOGIA DE ALIMENTOS,1,0,,C:\EPG\thumbs\MAIS UFOP I CIÊNCIA E TECNOLOGIA DE ALIMENTOS.jpg,C:\EPG\thumbs\MAIS UFOP I CIÊNCIA E TECNOLOGIA DE ALIMENTOS.jpg,1,160x90,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM,2025-09-18 13:48:03.369000,https://app.tvufop.com.br/epg/MAIS%20UFOP%20I%20CI%C3%8ANCIA%20E%20TECNOLOGIA%20DE%20ALIMENTOS.jpg
MAIS UFOP I CIÊNCIAS BIOLÓGICAS.mp4,MAIS UFOP - CIÊNCIAS BIOLÓGICAS,1,0,,C:\EPG\thumbs\MAIS UFOP I CIÊNCIAS BIOLÓGICAS.jpg,C:\EPG\thumbs\MAIS UFOP I CIÊNCIAS BIOLÓGICAS.jpg,1,160x90,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM,2025-09-18 13:48:03.647000,https://app.tvufop.com.br/epg/MAIS%20UFOP%20I%20CI%C3%8ANCIAS%20BIOL%C3%93GICAS.jpg
MAIS UFOP I CIÊNCIAS ECONÔMICAS.mp4,MAIS UFOP - CIÊNCIAS ECONÔMICAS,1,0,,C:\EPG\thumbs\MAIS UFOP I CIÊNCIAS ECONÔMICAS.jpg,C:\EPG\thumbs\MAIS UFOP I CIÊNCIAS ECONÔMICAS.jpg,1,160x90,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM,2025-09-18 13:48:03.964000,https://app.tvufop.com.br/epg/MAIS%20UFOP%20I%20CI%C3%8ANCIAS%20ECON%C3%94MICAS.jpg
MAIS UFOP I DIREITO.mp4,MAIS UFOP - DIREITO,1,0,,C:\EPG\thumbs\MAIS UFOP I DIREITO.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 13:48:04.298000,https://app.tvufop.com.br/epg/MAIS%20UFOP%20I%20DIREITO.jpg
MAIS UFOP I EDUCAÇÃO FÍSICA.mp4,MAIS UFOP - EDUCAÇÃO FÍSICA,1,0,,C:\EPG\thumbs\MAIS UFOP I EDUCAÇÃO FÍSICA.jpg,C:\EPG\thumbs\MAIS UFOP I EDUCAÇÃO FÍSICA.jpg,1,160x90,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM,2025-09-18 13:48:04.601000,https://app.tvufop.com.br/epg/MAIS%20UFOP%20I%20EDUCA%C3%87%C3%83O%20F%C3%8DSICA.jpg
MAIS UFOP I ENGENHARIA CIVIL.mp4,MAIS UFOP - ENGENHARIA CIVIL,1,0,,C:\EPG\thumbs\MAIS UFOP I ENGENHARIA CIVIL.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 13:48:04.914000,https://app.tvufop.com.br/epg/MAIS%20UFOP%20I%20ENGENHARIA%20CIVIL.jpg
MAIS UFOP I ENGENHARIA COMPUTAÇÃO.mp4,MAIS UFOP - ENGENHARIA COMPUTAÇÃO,1,0,,C:\EPG\thumbs\MAIS UFOP I ENGENHARIA COMPUTAÇÃO.jpg,C:\EPG\thumbs\MAIS UFOP I ENGENHARIA COMPUTAÇÃO.jpg,1,160x90,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM,2025-09-18 13:48:05.200000,https://app.tvufop.com.br/epg/MAIS%20UFOP%20I%20ENGENHARIA%20COMPUTA%C3%87%C3%83O.jpg
MAIS UFOP I ENGENHARIA DE CONTROLE E AUTOMAÇÃO.mp4,MAIS UFOP - ENGENHARIA DE CONTROLE E AUTOMAÇÃO,1,0,,C:\EPG\thumbs\MAIS UFOP I ENGENHARIA DE CONTROLE E AUTOMAÇÃO.jpg,C:\EPG\thumbs\MAIS UFOP I ENGENHARIA DE CONTROLE E AUTOMAÇÃO.jpg,1,160x90,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM,2025-09-18 13:48:05.481000,https://app.tvufop.com.br/epg/MAIS%20UFOP%20I%20ENGENHARIA%20DE%20CONTROLE%20E%20AUTOMA%C3%87%C3%83O.jpg
MAIS UFOP I ENGENHARIA DE PRODUÇÃO JM.mp4,MAIS UFOP - ENGENHARIA DE PRODUÇÃO JOÃO MONLEVADE,1,0,,C:\EPG\thumbs\MAIS UFOP I ENGENHARIA DE PRODUÇÃO JM.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 13:48:06.025000,https://app.tvufop.com.br/epg/MAIS%20UFOP%20I%20ENGENHARIA%20DE%20PRODU%C3%87%C3%83O%20JM.jpg
MAIS UFOP I ENGENHARIA DE PRODUÇÃO.mp4,MAIS UFOP - ENGENHARIA DE PRODUÇÃO,1,0,,C:\EPG\thumbs\MAIS UFOP I ENGENHARIA DE PRODUÇÃO.jpg,C:\EPG\thumbs\MAIS UFOP I ENGENHARIA DE PRODUÇÃO.jpg,1,160x90,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM,2025-09-18 13:48:05.766000,https://app.tvufop.com.br/epg/MAIS%20UFOP%20I%20ENGENHARIA%20DE%20PRODU%C3%87%C3%83O.jpg
MAIS UFOP I ENGENHARIA ELÉTRICA JM.mp4,MAIS UFOP - ENGENHARIA ELÉTRICA JOÃO MONLEVADE,1,0,,C:\EPG\thumbs\MAIS UFOP I ENGENHARIA ELÉTRICA JM.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 13:48:06.291000,https://app.tvufop.com.br/epg/MAIS%20UFOP%20I%20ENGENHARIA%20EL%C3%89TRICA%20JM.jpg
MAIS UFOP I ENGENHARIA GEOLÓGICA.mp4,MAIS UFOP - ENGENHARIA GEOLÓGICA,1,0,,C:\EPG\thumbs\MAIS UFOP I ENGENHARIA GEOLÓGICA.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 13:48:06.551000,https://app.tvufop.com.br/epg/MAIS%20UFOP%20I%20ENGENHARIA%20GEOL%C3%93GICA.jpg
MAIS UFOP I ENGENHARIA MECÂNICA.mp4,MAIS UFOP - ENGENHARIA MECÂNICA,1,0,,C:\EPG\thumbs\MAIS UFOP I ENGENHARIA MECÂNICA.jpg,C:\EPG\thumbs\MAIS UFOP I ENGENHARIA MECÂNICA.jpg,1,160x90,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM,2025-09-18 13:48:06.811000,https://app.tvufop.com.br/epg/MAIS%20UFOP%20I%20ENGENHARIA%20MEC%C3%82NICA.jpg
MAIS UFOP I ENGENHARIA METALÚRGICA.mp4,MAIS UFOP - ENGENHARIA METALÚRGICA,1,0,,C:\EPG\thumbs\MAIS UFOP I ENGENHARIA METALÚRGICA.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 13:48:07.085000,https://app.tvufop.com.br/epg/MAIS%20UFOP%20I%20ENGENHARIA%20METAL%C3%9ARGICA.jpg
MAIS UFOP I ENGENHARIA MINAS.mp4,MAIS UFOP - ENGENHARIA MINAS,1,0,,C:\EPG\thumbs\MAIS UFOP I ENGENHARIA MINAS.jpg,C:\EPG\thumbs\MAIS UFOP I ENGENHARIA MINAS.jpg,1,160x90,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM,2025-09-18 13:48:07.346000,https://app.tvufop.com.br/epg/MAIS%20UFOP%20I%20ENGENHARIA%20MINAS.jpg
MAIS UFOP I ENGENHARIA URBANA .mp4,MAIS UFOP - ENGENHARIA URBANA,1,0,,C:\EPG\thumbs\MAIS UFOP I ENGENHARIA URBANA .jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 13:48:07.615000,https://app.tvufop.com.br/epg/MAIS%20UFOP%20I%20ENGENHARIA%20URBANA%20.jpg
MAIS UFOP I ESTATÍSTICA.mp4,MAIS UFOP - ESTATÍSTICA,1,0,,C:\EPG\thumbs\MAIS UFOP I ESTATÍSTICA.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 13:48:07.868000,https://app.tvufop.com.br/epg/MAIS%20UFOP%20I%20ESTAT%C3%8DSTICA.jpg
MAIS UFOP I FARMÁCIA.mp4,MAIS UFOP - FARMÁCIA,1,0,,C:\EPG\thumbs\MAIS UFOP I FARMÁCIA.jpg,C:\EPG\thumbs\MAIS UFOP I FARMÁCIA.jpg,1,160x90,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM,2025-09-18 13:48:08.129000,https://app.tvufop.com.br/epg/MAIS%20UFOP%20I%20FARM%C3%81CIA.jpg
MAIS UFOP I FILOSOFIA.mp4,MAIS UFOP - FILOSOFIA,1,0,,C:\EPG\thumbs\MAIS UFOP I FILOSOFIA.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 13:48:08.355000,https://app.tvufop.com.br/epg/MAIS%20UFOP%20I%20FILOSOFIA.jpg
MAIS UFOP I FÍSICA.mp4,MAIS UFOP - FÍSICA,1,0,,C:\EPG\thumbs\MAIS UFOP I FÍSICA.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 13:48:08.578000,https://app.tvufop.com.br/epg/MAIS%20UFOP%20I%20F%C3%8DSICA.jpg
MAIS UFOP I HISTÓRIA.mp4,MAIS UFOP - HISTÓRIA,1,0,,C:\EPG\thumbs\MAIS UFOP I HISTÓRIA.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 13:48:08.800000,https://app.tvufop.com.br/epg/MAIS%20UFOP%20I%20HIST%C3%93RIA.jpg
MAIS UFOP I JORNALISMO.mp4,MAIS UFOP - JORNALISMO,1,0,,C:\EPG\thumbs\MAIS UFOP I JORNALISMO.jpg,C:\EPG\thumbs\MAIS UFOP I JORNALISMO.jpg,1,160x90,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM,2025-09-18 13:48:09.034000,https://app.tvufop.com.br/epg/MAIS%20UFOP%20I%20JORNALISMO.jpg
MAIS UFOP I LETRAS.mp4,MAIS UFOP - LETRAS,1,0,,C:\EPG\thumbs\MAIS UFOP I LETRAS.jpg,C:\EPG\thumbs\MAIS UFOP I LETRAS.jpg,1,160x90,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM,2025-09-18 13:48:09.266000,https://app.tvufop.com.br/epg/MAIS%20UFOP%20I%20LETRAS.jpg
MAIS UFOP I MATEMÁTICA.mp4,MAIS UFOP - MATEMÁTICA,1,0,,C:\EPG\thumbs\MAIS UFOP I MATEMÁTICA.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 13:48:09.494000,https://app.tvufop.com.br/epg/MAIS%20UFOP%20I%20MATEM%C3%81TICA.jpg
MAIS UFOP I MEDICINA.mp4,MAIS UFOP - MEDICINA,1,0,,C:\EPG\thumbs\MAIS UFOP I MEDICINA.jpg,C:\EPG\thumbs\MAIS UFOP I MEDICINA.jpg,1,160x90,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM,2025-09-18 13:48:09.713000,https://app.tvufop.com.br/epg/MAIS%20UFOP%20I%20MEDICINA.jpg
MAIS UFOP I MUSEOLOGIA.mp4,MAIS UFOP - MUSEOLOGIA,1,0,,C:\EPG\thumbs\MAIS UFOP I MUSEOLOGIA.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 13:48:09.920000,https://app.tvufop.com.br/epg/MAIS%20UFOP%20I%20MUSEOLOGIA.jpg
MAIS UFOP I MÚSICA.mp4,MAIS UFOP - MÚSICA,1,0,,C:\EPG\thumbs\MAIS UFOP I MÚSICA.jpg,C:\EPG\thumbs\MAIS UFOP I MÚSICA.jpg,1,160x90,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM,2025-09-18 13:48:10.142000,https://app.tvufop.com.br/epg/MAIS%20UFOP%20I%20M%C3%9ASICA.jpg
MAIS UFOP I NUTRIÇÃO.mp4,MAIS UFOP - NUTRIÇÃO,1,0,,C:\EPG\thumbs\MAIS UFOP I NUTRIÇÃO.jpg,C:\EPG\thumbs\MAIS UFOP I NUTRIÇÃO.jpg,1,160x90,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM,2025-09-18 13:48:10.378000,https://app.tvufop.com.br/epg/MAIS%20UFOP%20I%20NUTRI%C3%87%C3%83O.jpg
MAIS UFOP I PEDAGOGIA.mp4,MAIS UFOP - PEDAGOGIA,1,0,,C:\EPG\thumbs\MAIS UFOP I PEDAGOGIA.jpg,C:\EPG\thumbs\MAIS UFOP I PEDAGOGIA.jpg,1,160x90,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM,2025-09-18 13:48:10.657000,https://app.tvufop.com.br/epg/MAIS%20UFOP%20I%20PEDAGOGIA.jpg
MAIS UFOP - PÓS-GRADUAÇÃO EM BIOTECNOLOGIA.mp4,MAIS UFOP - PÓS-GRADUAÇÃO EM BIOTECNOLOGIA,1,0,,C:\EPG\thumbs\MAIS UFOP - PÓS-GRADUAÇÃO EM BIOTECNOLOGIA.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 13:48:12.028000,https://app.tvufop.com.br/epg/MAIS%20UFOP%20-%20P%C3%93S-GRADUA%C3%87%C3%83O%20EM%20BIOTECNOLOGIA.jpg
MAIS UFOP - PÓS-GRADUAÇÃO EM CIÊNCIAS FARMACÊUTICAS.mp4,MAIS UFOP - PÓS-GRADUAÇÃO EM FARMACÊUTICAS,1,0,,C:\EPG\thumbs\MAIS UFOP - PÓS-GRADUAÇÃO EM CIÊNCIAS FARMACÊUTICAS.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 13:48:15.035000,https://app.tvufop.com.br/epg/MAIS%20UFOP%20-%20P%C3%93S-GRADUA%C3%87%C3%83O%20EM%20CI%C3%8ANCIAS%20FARMAC%C3%8AUTICAS.jpg
MAIS UFOP - PÓS-GRADUAÇÃO EM ECOLOGIA DE BIOMAS TROPICAIS.mp4,MAIS UFOP - PÓS GRADUAÇÃO EM ECOLOGIA DE BIOMAS TROPICAIS,1,0,,C:\EPG\thumbs\MAIS UFOP - PÓS-GRADUAÇÃO EM ECOLOGIA DE BIOMAS TROPICAIS.jpg,C:\EPG\thumbs\MAIS UFOP - PÓS-GRADUAÇÃO EM ECOLOGIA DE BIOMAS TROPICAIS.jpg,1,160x90,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM,2025-09-18 13:48:10.945000,https://app.tvufop.com.br/epg/MAIS%20UFOP%20-%20P%C3%93S-GRADUA%C3%87%C3%83O%20EM%20ECOLOGIA%20DE%20BIOMAS%20TROPICAIS.jpg
MAIS UFOP I PÓS GRADUAÇÃO EM EDUCAÇÃO MATEMÁTICA.mp4,MAIS UFOP - PÓS-GRADUAÇÃO EM EDUCAÇÃO MATEMÁTICA,1,0,,C:\EPG\thumbs\MAIS UFOP I PÓS GRADUAÇÃO EM EDUCAÇÃO MATEMÁTICA.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 13:48:13.331000,https://app.tvufop.com.br/epg/MAIS%20UFOP%20I%20P%C3%93S%20GRADUA%C3%87%C3%83O%20EM%20EDUCA%C3%87%C3%83O%20MATEM%C3%81TICA.jpg
MAIS UFOP I PÓS GRADUAÇÃO EM ENGENHARIA AMBIENTAL.mp4,MAIS UFOP - PÓS-GRADUAÇÃO EM ENGENHARIA AMBIENTAL,1,0,,C:\EPG\thumbs\MAIS UFOP I PÓS GRADUAÇÃO EM ENGENHARIA AMBIENTAL.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 13:48:13.585000,https://app.tvufop.com.br/epg/MAIS%20UFOP%20I%20P%C3%93S%20GRADUA%C3%87%C3%83O%20EM%20ENGENHARIA%20AMBIENTAL.jpg
MAIS UFOP - PÓS-GRADUAÇÃO EM ENGENHARIA CIVIL.mp4,MAIS UFOP - PÓS-GRADUAÇÃO EM ENGENHARIA CIVIL,1,0,,C:\EPG\thumbs\MAIS UFOP - PÓS-GRADUAÇÃO EM ENGENHARIA CIVIL.jpg,C:\EPG\thumbs\MAIS UFOP - PÓS-GRADUAÇÃO EM ENGENHARIA CIVIL.jpg,1,160x90,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM,2025-09-18 13:48:13.848000,https://app.tvufop.com.br/epg/MAIS%20UFOP%20-%20P%C3%93S-GRADUA%C3%87%C3%83O%20EM%20ENGENHARIA%20CIVIL.jpg
MAIS UFOP I PÓS GRADUAÇÃO EM FÍSICA DE MATERIAIS.mp4,MAIS UFOP - PÓS-GRADUAÇÃO EM FÍSICA DE MATERIAIS,1,0,,C:\EPG\thumbs\MAIS UFOP I PÓS GRADUAÇÃO EM FÍSICA DE MATERIAIS.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 13:48:15.257000,https://app.tvufop.com.br/epg/MAIS%20UFOP%20I%20P%C3%93S%20GRADUA%C3%87%C3%83O%20EM%20F%C3%8DSICA%20DE%20MATERIAIS.jpg
