COM_LOCALIZACAO,COM_NOME,BLOB_PRESENTE,BLOB_ABRE,BLOB_WxH,FILE_ESPERADO,FILE_ENCONTRADO,FILE_ABRE,FILE_WxH,AHASH_DIST_0..64,STATUS,COM_ULTIMA_ALTERACAO,URL_ESPERADA
CRIANCA ALFABETIZADA - EP 04.mp4,CRIANÇA ALFABETIZADA - EP4 - PRÁTICAS DE LEITURA,1,0,,C:\EPG\thumbs\CRIANCA ALFABETIZADA - EP 04.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-19 10:10:47.722000,https://app.tvufop.com.br/epg/CRIANCA%20ALFABETIZADA%20-%20EP%2004.jpg
CRIANCA ALFABETIZADA - EP 05.mp4,CRIANÇA ALFABETIZADA - EP5 - APRENDER A LER,1,0,,C:\EPG\thumbs\CRIANCA ALFABETIZADA - EP 05.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-19 10:10:47.756000,https://app.tvufop.com.br/epg/CRIANCA%20ALFABETIZADA%20-%20EP%2005.jpg
SALA DE CONVIDADOS - MULHERES EM SITUAÇÃO DE RUA.mp4,SALA DE CONVIDADOS - MULHERES EM SITUAÇÃO DE RUA,1,1,160x90,C:\EPG\thumbs\SALA DE CONVIDADOS - MULHERES EM SITUAÇÃO DE RUA.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-04-11 09:50:02.499000,https://app.tvufop.com.br/epg/SALA%20DE%20CONVIDADOS%20-%20MULHERES%20EM%20SITUA%C3%87%C3%83O%20DE%20RUA.jpg
[EM]CANTOS - MOSTRA FINCA - DIA 1.mp4,[EM]CANTOS - MOSTRA FINCA - DIA 1,1,1,160x90,C:\EPG\thumbs\[EM]CANTOS - MOSTRA FINCA - DIA 1.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-03-14 09:18:01.703000,https://app.tvufop.com.br/epg/%5BEM%5DCANTOS%20-%20MOSTRA%20FINCA%20-%20DIA%201.jpg
[EM]CANTOS - MOSTRA FINCA - DIA 2.mp4,[EM]CANTOS - MOSTRA FINCA - DIA 2,1,1,160x90,C:\EPG\thumbs\[EM]CANTOS - MOSTRA FINCA - DIA 2.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-03-14 12:59:07.248000,https://app.tvufop.com.br/epg/%5BEM%5DCANTOS%20-%20MOSTRA%20FINCA%20-%20DIA%202.jpg
IAGORA ENTREVISTA - IA NA SALA DE AULA (BLOCO 2) .mp4,IAGORA ENTREVISTA - IA NA SALA DE AULA,1,1,160x90,C:\EPG\thumbs\IAGORA ENTREVISTA - IA NA SALA DE AULA (BLOCO 2) .jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-09-02 10:37:53.231000,https://app.tvufop.com.br/epg/IAGORA%20ENTREVISTA%20-%20IA%20NA%20SALA%20DE%20AULA%20%28BLOCO%202%29%20.jpg
IAGORA ENTREVISTA - IA PARA DOCENTES (BLOCO 2) .mp4,IAGORA ENTREVISTA - IA PARA DOCENTES,1,1,160x90,C:\EPG\thumbs\IAGORA ENTREVISTA - IA PARA DOCENTES (BLOCO 2) .jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-09-02 10:38:22.415000,https://app.tvufop.com.br/epg/IAGORA%20ENTREVISTA%20-%20IA%20PARA%20DOCENTES%20%28BLOCO%202%29%20.jpg
[EM]CANTOS - MOSTRA FINCA - DIA 3.mp4,[EM]CANTOS - MOSTRA FINCA - DIA 3,1,1,160x90,C:\EPG\thumbs\[EM]CANTOS - MOSTRA FINCA - DIA 3.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-03-17 10:59:10.373000,https://app.tvufop.com.br/epg/%5BEM%5DCANTOS%20-%20MOSTRA%20FINCA%20-%20DIA%203.jpg
[EM]CANTOS - MOSTRA FINCA - DIA 4.mp4,[EM]CANTOS - MOSTRA FINCA - DIA 4,1,1,160x90,C:\EPG\thumbs\[EM]CANTOS - MOSTRA FINCA - DIA 4.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-03-17 10:58:30.707000,https://app.tvufop.com.br/epg/%5BEM%5DCANTOS%20-%20MOSTRA%20FINCA%20-%20DIA%204.jpg
EXCLUSIVA - DENARO.mp4,EXCLUSIVA - DENARO,1,1,160x90,C:\EPG\thumbs\EXCLUSIVA - DENARO.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-03-17 12:56:25.969000,https://app.tvufop.com.br/epg/EXCLUSIVA%20-%20DENARO.jpg
UNIVERSO CULTURA - ATRIZ BRAMMA BREMMER .mp4,UNIVERSO CULTURA - ATRIZ BRAMMA BREMMER,1,1,160x90,C:\EPG\thumbs\UNIVERSO CULTURA - ATRIZ BRAMMA BREMMER .jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-03-17 14:02:43.073000,https://app.tvufop.com.br/epg/UNIVERSO%20CULTURA%20-%20ATRIZ%20BRAMMA%20BREMMER%20.jpg
UNIVERSO CULTURA - ARTISTA VISUAL DAVID BISPO.mp4,UNIVERSO CULTURA - ARTISTA VISUAL DAVID BISPO,1,1,160x90,C:\EPG\thumbs\UNIVERSO CULTURA - ARTISTA VISUAL DAVID BISPO.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-03-17 14:05:36.895000,https://app.tvufop.com.br/epg/UNIVERSO%20CULTURA%20-%20ARTISTA%20VISUAL%20DAVID%20BISPO.jpg
UNIVERSO CULTURA - CERAMISTA FLÁVIA GUIMARÃES .mp4,UNIVERSO CULTURA - CERAMISTA FLÁVIA GUIMARÃES,1,1,160x90,C:\EPG\thumbs\UNIVERSO CULTURA - CERAMISTA FLÁVIA GUIMARÃES .jpg,C:\EPG\thumbs\UNIVERSO CULTURA - CERAMISTA FLÁVIA GUIMARÃES .jpg,1,160x90,0,OK,2025-03-17 14:05:06.153000,https://app.tvufop.com.br/epg/UNIVERSO%20CULTURA%20-%20CERAMISTA%20FL%C3%81VIA%20GUIMAR%C3%83ES%20.jpg
UNIVERSO CULTURA - ARTISTA VISUAL DYANA DOS SANTOS.mp4,UNIVERSO CULTURA - ARTISTA VISUAL DYANA DOS SANTOS,1,1,160x90,C:\EPG\thumbs\UNIVERSO CULTURA - ARTISTA VISUAL DYANA DOS SANTOS.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-03-17 14:05:24.260000,https://app.tvufop.com.br/epg/UNIVERSO%20CULTURA%20-%20ARTISTA%20VISUAL%20DYANA%20DOS%20SANTOS.jpg
UNIVERSO CULTURA - DANÇARINA RENATA MARA .mp4,UNIVERSO CULTURA - DANÇARINA RENATA MARA,1,1,160x90,C:\EPG\thumbs\UNIVERSO CULTURA - DANÇARINA RENATA MARA .jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-03-17 14:04:48.453000,https://app.tvufop.com.br/epg/UNIVERSO%20CULTURA%20-%20DAN%C3%87ARINA%20RENATA%20MARA%20.jpg
UNIVERSO CULTURA - FOTÓGRAFO MARLON DE PAULA .mp4,UNIVERSO CULTURA - FOTÓGRAFO MARLON DE PAULA,1,1,160x90,C:\EPG\thumbs\UNIVERSO CULTURA - FOTÓGRAFO MARLON DE PAULA .jpg,C:\EPG\thumbs\UNIVERSO CULTURA - FOTÓGRAFO MARLON DE PAULA .jpg,1,160x90,0,OK,2025-03-17 14:04:31.650000,https://app.tvufop.com.br/epg/UNIVERSO%20CULTURA%20-%20FOT%C3%93GRAFO%20MARLON%20DE%20PAULA%20.jpg
DOC UNIVERSIDADE I BAZAR DE CARNE HUMANA.mp4,DOC UNIVERSIDADE (2021) - BAZAR DE CARNE HUMANA,1,0,,C:\EPG\thumbs\DOC UNIVERSIDADE I BAZAR DE CARNE HUMANA.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-19 10:17:46.068000,https://app.tvufop.com.br/epg/DOC%20UNIVERSIDADE%20I%20BAZAR%20DE%20CARNE%20HUMANA.jpg
UNIVERSO CULTURA - ILUSTRADORA BRUNA LUBAMBO.mp4,UNIVERSO CULTURA - ILUSTRADORA BRUNA LUBAMBO,1,1,160x90,C:\EPG\thumbs\UNIVERSO CULTURA - ILUSTRADORA BRUNA LUBAMBO.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-03-17 14:04:12.088000,https://app.tvufop.com.br/epg/UNIVERSO%20CULTURA%20-%20ILUSTRADORA%20BRUNA%20LUBAMBO.jpg
UNIVERSO CULTURA - MÚSICO IGOR LEANDRO .mp4,UNIVERSO CULTURA - MÚSICO IGOR LEANDRO,1,1,160x90,C:\EPG\thumbs\UNIVERSO CULTURA - MÚSICO IGOR LEANDRO .jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-03-17 14:03:54.616000,https://app.tvufop.com.br/epg/UNIVERSO%20CULTURA%20-%20M%C3%9ASICO%20IGOR%20LEANDRO%20.jpg
UNIVERSO CULTURA - RESTAURADORA LAURA FIORINI .mp4,UNIVERSO CULTURA - RESTAURADORA LAURA FIORINI,1,1,160x90,C:\EPG\thumbs\UNIVERSO CULTURA - RESTAURADORA LAURA FIORINI .jpg,C:\EPG\thumbs\UNIVERSO CULTURA - RESTAURADORA LAURA FIORINI .jpg,1,160x90,0,OK,2025-03-17 14:03:30.707000,https://app.tvufop.com.br/epg/UNIVERSO%20CULTURA%20-%20RESTAURADORA%20LAURA%20FIORINI%20.jpg
DOC UNIVERSIDADE I CHEGADAS E PARTIDAS.mp4,DOC UNIVERSIDADE (2021) - CHEGADAS E PARTIDAS,1,0,,C:\EPG\thumbs\DOC UNIVERSIDADE I CHEGADAS E PARTIDAS.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-19 10:17:46.345000,https://app.tvufop.com.br/epg/DOC%20UNIVERSIDADE%20I%20CHEGADAS%20E%20PARTIDAS.jpg
UNIVERSO CULTURA - VIOLINISTA MAICON ALEXANDRE .mp4,UNIVERSO CULTURA - VIOLINISTA MAICON ALEXANDRE,1,1,160x90,C:\EPG\thumbs\UNIVERSO CULTURA - VIOLINISTA MAICON ALEXANDRE .jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-03-17 14:03:07.985000,https://app.tvufop.com.br/epg/UNIVERSO%20CULTURA%20-%20VIOLINISTA%20MAICON%20ALEXANDRE%20.jpg
DOC UNIVERSIDADE I CIDADE ALTA.mp4,DOC UNIVERSIDADE (2021) - CIDADE ALTA,1,0,,C:\EPG\thumbs\DOC UNIVERSIDADE I CIDADE ALTA.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-19 10:17:46.614000,https://app.tvufop.com.br/epg/DOC%20UNIVERSIDADE%20I%20CIDADE%20ALTA.jpg
GRUFOP I EPISÓDIO 6.mp4,GRUFOP I EPISÓDIO 6,1,1,160x90,C:\EPG\thumbs\GRUFOP I EPISÓDIO 6.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-07-30 15:21:01.155000,https://app.tvufop.com.br/epg/GRUFOP%20I%20EPIS%C3%93DIO%206.jpg
DOC UNIVERSIDADE I DESEJO .mp4,DOC UNIVERSIDADE (2021) - DESEJO,1,0,,C:\EPG\thumbs\DOC UNIVERSIDADE I DESEJO .jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-19 10:17:46.889000,https://app.tvufop.com.br/epg/DOC%20UNIVERSIDADE%20I%20DESEJO%20.jpg
DOC UNIVERSIDADE I INCLUSÃO NA UNIVERSIDADE.mp4,DOC UNIVERSIDADE (2021) - INCLUSÃO NA UNIVERSIDADE,1,0,,C:\EPG\thumbs\DOC UNIVERSIDADE I INCLUSÃO NA UNIVERSIDADE.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-19 10:17:47.160000,https://app.tvufop.com.br/epg/DOC%20UNIVERSIDADE%20I%20INCLUS%C3%83O%20NA%20UNIVERSIDADE.jpg
CURTA LIVRE - GENEROS.mp4,CURTA LIVRE (2014) - EP4 - GÊNEROS,1,0,,C:\EPG\thumbs\CURTA LIVRE - GENEROS.jpg,C:\EPG\thumbs\CURTA LIVRE - GENEROS.jpg,1,160x90,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM,2025-09-19 10:16:56.066000,https://app.tvufop.com.br/epg/CURTA%20LIVRE%20-%20GENEROS.jpg
DOC UNIVERSIDADE I INFLAMÁVEL.mp4,DOC UNIVERSIDADE (2021) - INFLAMÁVEL,1,0,,C:\EPG\thumbs\DOC UNIVERSIDADE I INFLAMÁVEL.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-19 10:17:47.431000,https://app.tvufop.com.br/epg/DOC%20UNIVERSIDADE%20I%20INFLAM%C3%81VEL.jpg
SALA DE CONVIDADOS - PARA AONDE VAI O LIXO.mp4,SALA DE CONVIDADOS - PARA AONDE VAI O LIXO,1,1,160x90,C:\EPG\thumbs\SALA DE CONVIDADOS - PARA AONDE VAI O LIXO.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-03-21 09:37:18.369000,https://app.tvufop.com.br/epg/SALA%20DE%20CONVIDADOS%20-%20PARA%20AONDE%20VAI%20O%20LIXO.jpg
CONCERTOS DIDÁTICOS I CRAVO E TRAVESSO.mp4,CONCERTOS DIDÁTICOS (2015) - CRAVO E TRAVESSO,1,0,,C:\EPG\thumbs\CONCERTOS DIDÁTICOS I CRAVO E TRAVESSO.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-19 09:53:54.010000,https://app.tvufop.com.br/epg/CONCERTOS%20DID%C3%81TICOS%20I%20CRAVO%20E%20TRAVESSO.jpg
DOC UNIVERSIDADE I MANDINGA.mp4,DOC UNIVERSIDADE (2021) - MANDINGA,1,0,,C:\EPG\thumbs\DOC UNIVERSIDADE I MANDINGA.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-19 10:17:47.711000,https://app.tvufop.com.br/epg/DOC%20UNIVERSIDADE%20I%20MANDINGA.jpg
GRUFOP - EPISÓDIO 7.mp4,GRUFOP - EPISÓDIO 7,1,1,160x90,C:\EPG\thumbs\GRUFOP - EPISÓDIO 7.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-07-30 15:20:38.931000,https://app.tvufop.com.br/epg/GRUFOP%20-%20EPIS%C3%93DIO%207.jpg
DOC UNIVERSIDADE I METAMORFOSE.mp4,DOC UNIVERSIDADE (2021) - METAMORFOSE,1,0,,C:\EPG\thumbs\DOC UNIVERSIDADE I METAMORFOSE.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-19 10:17:47.985000,https://app.tvufop.com.br/epg/DOC%20UNIVERSIDADE%20I%20METAMORFOSE.jpg
CURTA LIVRE - CENARIOS.mp4,CURTA LIVRE (2014) - EP2 - CENÁRIOS,1,0,,C:\EPG\thumbs\CURTA LIVRE - CENARIOS.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-19 10:16:55.670000,https://app.tvufop.com.br/epg/CURTA%20LIVRE%20-%20CENARIOS.jpg
MATERNIDADE ATIPICA - ROTINA DE CUIDADOS.mp4,MATERNIDADE ATÍPICA - ROTINA DE CUIDADOS,1,1,160x90,C:\EPG\thumbs\MATERNIDADE ATIPICA - ROTINA DE CUIDADOS.jpg,C:\EPG\thumbs\MATERNIDADE ATIPICA - ROTINA DE CUIDADOS.jpg,1,160x90,0,OK,2025-08-29 12:26:13.878000,https://app.tvufop.com.br/epg/MATERNIDADE%20ATIPICA%20-%20ROTINA%20DE%20CUIDADOS.jpg
CURTA LIVRE - EFEITOS ESPECIAIS .mp4,CURTA LIVRE (2014) - EP1 - EFEITOS ESPECIAIS,1,0,,C:\EPG\thumbs\CURTA LIVRE - EFEITOS ESPECIAIS .jpg,C:\EPG\thumbs\CURTA LIVRE - EFEITOS ESPECIAIS .jpg,1,160x90,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM,2025-09-19 10:16:55.386000,https://app.tvufop.com.br/epg/CURTA%20LIVRE%20-%20EFEITOS%20ESPECIAIS%20.jpg
"DOC UNIVERSIDADE I PARACATU DE BAIXO, RELATOS DE RESISTÊNCIA.mp4","DOC UNIVERSIDADE (2021) - PARACATU DE BAIXO, RELATOS DE RESISTÊNCIA",1,0,,"C:\EPG\thumbs\DOC UNIVERSIDADE I PARACATU DE BAIXO, RELATOS DE RESISTÊNCIA.jpg",,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-19 10:17:48.260000,https://app.tvufop.com.br/epg/DOC%20UNIVERSIDADE%20I%20PARACATU%20DE%20BAIXO%2C%20RELATOS%20DE%20RESIST%C3%8ANCIA.jpg
DOC UNIVERSIDADE I SEM CORTINA.mp4,DOC UNIVERSIDADE (2021) - SEM CORTINA,1,0,,C:\EPG\thumbs\DOC UNIVERSIDADE I SEM CORTINA.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-19 10:17:48.538000,https://app.tvufop.com.br/epg/DOC%20UNIVERSIDADE%20I%20SEM%20CORTINA.jpg
CURTA LIVRE - FIGURINO.mp4,CURTA LIVRE (2014) - EP3 - FIGURINO,1,0,,C:\EPG\thumbs\CURTA LIVRE - FIGURINO.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-19 10:16:55.953000,https://app.tvufop.com.br/epg/CURTA%20LIVRE%20-%20FIGURINO.jpg
DOC UNIVERSIDADE I SORTE.mp4,DOC UNIVERSIDADE (2021) - SORTE,1,0,,C:\EPG\thumbs\DOC UNIVERSIDADE I SORTE.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-19 10:17:48.812000,https://app.tvufop.com.br/epg/DOC%20UNIVERSIDADE%20I%20SORTE.jpg
MATERNIDADE ATIPICA - O MOMENTO DO DIAGNOSTICO.mp4,MATERNIDADE ATÍPICA - O MOMENTO DO DIAGNOSTICO,1,1,160x90,C:\EPG\thumbs\MATERNIDADE ATIPICA - O MOMENTO DO DIAGNOSTICO.jpg,C:\EPG\thumbs\MATERNIDADE ATIPICA - O MOMENTO DO DIAGNOSTICO.jpg,1,160x90,0,OK,2025-08-29 12:25:59.519000,https://app.tvufop.com.br/epg/MATERNIDADE%20ATIPICA%20-%20O%20MOMENTO%20DO%20DIAGNOSTICO.jpg
MATERNIDADE ATIPICA - POLITICAS PUBLICAS.mp4,MATERNIDADE ATÍPICA - POLITICAS PUBLICAS,1,1,160x90,C:\EPG\thumbs\MATERNIDADE ATIPICA - POLITICAS PUBLICAS.jpg,C:\EPG\thumbs\MATERNIDADE ATIPICA - POLITICAS PUBLICAS.jpg,1,160x90,0,OK,2025-08-29 12:26:05.053000,https://app.tvufop.com.br/epg/MATERNIDADE%20ATIPICA%20-%20POLITICAS%20PUBLICAS.jpg
NA ESTRADA - MAMULENGOS.mp4,NA ESTRADA - MAMULENGOS,1,1,160x90,C:\EPG\thumbs\NA ESTRADA - MAMULENGOS.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-07-07 10:30:32.223000,https://app.tvufop.com.br/epg/NA%20ESTRADA%20-%20MAMULENGOS.jpg
CONCERTOS DIDÁTICOS I DUO DESVIO.mp4,CONCERTOS DIDÁTICOS (2015) - DUO DESVIO,1,0,,C:\EPG\thumbs\CONCERTOS DIDÁTICOS I DUO DESVIO.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-19 09:53:54.046000,https://app.tvufop.com.br/epg/CONCERTOS%20DID%C3%81TICOS%20I%20DUO%20DESVIO.jpg
SALA DE CONVIDADOS - VACINA CONTRA A DENGUE.mp4,SALA DE CONVIDADOS - VACINA CONTRA A DENGUE,1,1,160x90,C:\EPG\thumbs\SALA DE CONVIDADOS - VACINA CONTRA A DENGUE.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-05-13 08:28:23.452000,https://app.tvufop.com.br/epg/SALA%20DE%20CONVIDADOS%20-%20VACINA%20CONTRA%20A%20DENGUE.jpg
NA ESTRADA - ALAKAZAM.mp4,NA ESTRADA - ALAKAZAM,1,1,160x90,C:\EPG\thumbs\NA ESTRADA - ALAKAZAM.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-05-26 13:45:34.697000,https://app.tvufop.com.br/epg/NA%20ESTRADA%20-%20ALAKAZAM.jpg
IAGORA ENTREVISTA - IA PARA DOCENTES (BLOCO 1) .mp4,IAGORA ENTREVISTA - IA PARA DOCENTES,1,1,160x90,C:\EPG\thumbs\IAGORA ENTREVISTA - IA PARA DOCENTES (BLOCO 1) .jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-09-02 10:38:03.948000,https://app.tvufop.com.br/epg/IAGORA%20ENTREVISTA%20-%20IA%20PARA%20DOCENTES%20%28BLOCO%201%29%20.jpg
NA ESTRADA - ESPACO TIRIDA.mp4,NA ESTRADA - ESPACO TIRIDA,1,1,160x90,C:\EPG\thumbs\NA ESTRADA - ESPACO TIRIDA.jpg,C:\EPG\thumbs\NA ESTRADA - ESPACO TIRIDA.jpg,1,160x90,0,OK,2025-07-14 10:06:43.641000,https://app.tvufop.com.br/epg/NA%20ESTRADA%20-%20ESPACO%20TIRIDA.jpg
INCLUSÃO PARA VALER - EP 02.mp4,INCLUSÃO PARA VALER - EP2 - MARTINHA DUTRA,1,1,160x90,C:\EPG\thumbs\INCLUSÃO PARA VALER - EP 02.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-09-02 15:22:58.338000,https://app.tvufop.com.br/epg/INCLUS%C3%83O%20PARA%20VALER%20-%20EP%2002.jpg
IAGORA ENTREVISTA - IA PARA PROFESSORES E GESTORES EDUCACIONAIS (BLOCO 2) .mp4,IAGORA ENTREVISTA - IA PARA PROFESSORES E GESTORES EDUCACIONAIS,1,1,160x90,C:\EPG\thumbs\IAGORA ENTREVISTA - IA PARA PROFESSORES E GESTORES EDUCACIONAIS (BLOCO 2) .jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-09-02 10:38:53.430000,https://app.tvufop.com.br/epg/IAGORA%20ENTREVISTA%20-%20IA%20PARA%20PROFESSORES%20E%20GESTORES%20EDUCACIONAIS%20%28BLOCO%202%29%20.jpg
MAIS UFOP CEAD - ADMINISTRAÇÃO PÚBLICA.mp4,MAIS UFOP CEAD - ADMINISTRAÇÃO PÚBLICA,1,0,,C:\EPG\thumbs\MAIS UFOP CEAD - ADMINISTRAÇÃO PÚBLICA.jpg,C:\EPG\thumbs\MAIS UFOP CEAD - ADMINISTRAÇÃO PÚBLICA.jpg,1,160x90,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM,2025-09-18 13:48:18.099000,https://app.tvufop.com.br/epg/MAIS%20UFOP%20CEAD%20-%20ADMINISTRA%C3%87%C3%83O%20P%C3%9ABLICA.jpg
INCLUSÃO PARA VALER - EP 03.mp4,INCLUSÃO PARA VALER - EP3 - JOSÉ EDUARDO LANUTI,1,1,160x90,C:\EPG\thumbs\INCLUSÃO PARA VALER - EP 03.jpg,C:\EPG\thumbs\INCLUSÃO PARA VALER - EP 03.jpg,1,160x90,6,OK,2025-09-02 15:23:53.875000,https://app.tvufop.com.br/epg/INCLUS%C3%83O%20PARA%20VALER%20-%20EP%2003.jpg
VEM VER - EPISÓDIO 1 - CERRO CORÁ E LAGOA NOVA.mp4,VEM VER - EP 1 - CERRO CORÁ E LAGOA NOVA,1,1,160x90,C:\EPG\thumbs\VEM VER - EPISÓDIO 1 - CERRO CORÁ E LAGOA NOVA.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-08-25 10:37:52.280000,https://app.tvufop.com.br/epg/VEM%20VER%20-%20EPIS%C3%93DIO%201%20-%20CERRO%20COR%C3%81%20E%20LAGOA%20NOVA.jpg
INCLUSÃO PARA VALER - EP 04.mp4,INCLUSÃO PARA VALER - EP 04,1,1,160x90,C:\EPG\thumbs\INCLUSÃO PARA VALER - EP 04.jpg,C:\EPG\thumbs\INCLUSÃO PARA VALER - EP 04.jpg,1,160x90,2,OK,2025-05-19 09:32:44.786000,https://app.tvufop.com.br/epg/INCLUS%C3%83O%20PARA%20VALER%20-%20EP%2004.jpg
VEM VER - EPISÓDIO 2 - CURRAIS NOVOS.mp4,VEM VER - EP 2 - CURRAIS NOVOS,1,1,160x90,C:\EPG\thumbs\VEM VER - EPISÓDIO 2 - CURRAIS NOVOS.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-08-25 10:38:46.563000,https://app.tvufop.com.br/epg/VEM%20VER%20-%20EPIS%C3%93DIO%202%20-%20CURRAIS%20NOVOS.jpg
MAIS UFOP CEAD - GEOGRAFIA.mp4,MAIS UFOP CEAD - GEOGRAFIA,1,0,,C:\EPG\thumbs\MAIS UFOP CEAD - GEOGRAFIA.jpg,C:\EPG\thumbs\MAIS UFOP CEAD - GEOGRAFIA.jpg,1,160x90,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM,2025-09-18 13:48:18.318000,https://app.tvufop.com.br/epg/MAIS%20UFOP%20CEAD%20-%20GEOGRAFIA.jpg
GRUFOP - EPISÓDIO 10.mp4,GRUFOP - EPISÓDIO 10,1,1,160x90,C:\EPG\thumbs\GRUFOP - EPISÓDIO 10.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-07-30 15:20:34.214000,https://app.tvufop.com.br/epg/GRUFOP%20-%20EPIS%C3%93DIO%2010.jpg
VEM VER - EPISÓDIO 3 - PARELHAS E CARNAÚBA DOS DANTAS.mp4,VEM VER - EP 3 - PARELHAS E CARNAÚBA DOS DANTAS,1,1,160x90,C:\EPG\thumbs\VEM VER - EPISÓDIO 3 - PARELHAS E CARNAÚBA DOS DANTAS.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-08-25 10:38:53.943000,https://app.tvufop.com.br/epg/VEM%20VER%20-%20EPIS%C3%93DIO%203%20-%20PARELHAS%20E%20CARNA%C3%9ABA%20DOS%20DANTAS.jpg
NA ESTRADA - HABIB E VALÉRIA.mp4,NA ESTRADA - HABIB E VALÉRIA,1,1,160x90,C:\EPG\thumbs\NA ESTRADA - HABIB E VALÉRIA.jpg,C:\EPG\thumbs\NA ESTRADA - HABIB E VALÉRIA.jpg,1,160x90,1,OK,2025-05-26 13:50:37.649000,https://app.tvufop.com.br/epg/NA%20ESTRADA%20-%20HABIB%20E%20VAL%C3%89RIA.jpg
VEM VER - EPISÓDIO 4 - ACARI.mp4,VEM VER - EP 4 - ACARI,1,1,160x90,C:\EPG\thumbs\VEM VER - EPISÓDIO 4 - ACARI.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-08-25 10:38:58.679000,https://app.tvufop.com.br/epg/VEM%20VER%20-%20EPIS%C3%93DIO%204%20-%20ACARI.jpg
